path,id
Terror/Angry/0090,0
History/Angry/0147,0
Argue/Surprise/0161,6
Experiment/Happy/0161,3
Talkshow/Happy/0356,3
History/Neutral/0312,4
Business/Happy/0238,3
War/Happy/0181,3
War/Sad/0379,5
Contest/Surprise/0104,6
ElegantArt/Disgust/0042,1
ScholarReport/Angry/0182,0
ScholarReport/Disgust/0089,1
Interview/Happy/0491,3
Experiment/Happy/0168,3
Contest/Happy/0169,3
School/Fear/0069,2
Action/Happy/0129,3
History/Sad/0604,5
ElegantArt/Happy/0050,3
ScholarReport/Neutral/0396,4
Terror/Disgust/0091,1
Terror/Fear/0218,2
OfficialEvent/Disgust/0083,1
Interview/Angry/0130,0
Business/Neutral/0233,4
DailyLife/Angry/0171,0
Speech/Sad/0149,5
ScholarReport/Sad/0170,5
Medicine/Sad/0110,5
ElegantArt/Happy/0041,3
War/Surprise/0109,6
ScholarReport/Surprise/0149,6
Argue/Angry/0186,0
ElegantArt/Disgust/0021,1
ElegantArt/Neutral/0063,4
ScholarReport/Happy/0399,3
Interview/Fear/0009,2
Interview/Neutral/0401,4
School/Angry/0300,0
History/Sad/0293,5
History/Angry/0239,0
Interview/Neutral/0442,4
Crisis/Sad/0165,5
War/Neutral/0175,4
Talkshow/Neutral/0121,4
Business/Disgust/0050,1
War/Sad/0479,5
Action/Neutral/0198,4
Interview/Neutral/0407,4
Speech/Angry/0149,0
History/Disgust/0066,1
School/Angry/0393,0
Crisis/Angry/0170,0
DailyLife/Angry/0289,0
Conflict/Sad/0221,5
Terror/Sad/0123,5
History/Happy/0190,3
Social/Surprise/0104,6
ScholarReport/Happy/0306,3
Action/Neutral/0061,4
Contest/Neutral/0295,4
Medicine/Angry/0084,0
Contest/Happy/0586,3
Interview/Happy/0291,3
History/Neutral/0522,4
Crime/Happy/0144,3
ScholarReport/Happy/0355,3
DailyLife/Surprise/0020,6
ElegantArt/Sad/0347,5
Terror/Neutral/0430,4
DailyLife/Sad/0202,5
Crisis/Neutral/0098,4
ElegantArt/Neutral/0071,4
War/Disgust/0059,1
Business/Surprise/0077,6
DailyLife/Happy/0305,3
Business/Sad/0272,5
Interview/Happy/0609,3
War/Angry/0364,0
Speech/Neutral/0401,4
DailyLife/Angry/0228,0
War/Angry/0613,0
School/Angry/0475,0
War/Sad/0305,5
Talkshow/Angry/0236,0
ElegantArt/Neutral/0234,4
War/Sad/0361,5
Terror/Neutral/0291,4
History/Sad/0282,5
Crisis/Neutral/0446,4
ScholarReport/Neutral/0201,4
Crisis/Surprise/0027,6
School/Angry/0526,0
Crime/Angry/0068,0
Medicine/Surprise/0049,6
Medicine/Sad/0090,5
Argue/Happy/0516,3
Business/Angry/0162,0
ScholarReport/Happy/0246,3
Interview/Happy/0606,3
DailyLife/Sad/0186,5
History/Fear/0102,2
Contest/Angry/0129,0
Crisis/Neutral/0115,4
OfficialEvent/Angry/0222,0
Argue/Neutral/0494,4
Speech/Angry/0205,0
History/Angry/0272,0
Terror/Sad/0128,5
Crime/Neutral/0180,4
Social/Neutral/0307,4
Crisis/Neutral/0276,4
Argue/Angry/0714,0
Crime/Disgust/0049,1
History/Sad/0315,5
Argue/Neutral/0199,4
Terror/Angry/0290,0
DailyLife/Neutral/0228,4
Crime/Neutral/0400,4
Interview/Sad/0153,5
School/Angry/0410,0
War/Neutral/0521,4
Speech/Surprise/0116,6
Crisis/Sad/0133,5
School/Disgust/0098,1
Liveshow/Neutral/0143,4
History/Angry/0137,0
ElegantArt/Neutral/0136,4
Social/Disgust/0029,1
Terror/Neutral/0361,4
OfficialEvent/Neutral/0313,4
Talkshow/Happy/0475,3
Terror/Sad/0104,5
Talkshow/Neutral/0378,4
Business/Surprise/0148,6
ScholarReport/Neutral/0148,4
DailyLife/Neutral/0306,4
ScholarReport/Happy/0173,3
Contest/Angry/0162,0
War/Angry/0567,0
Contest/Sad/0273,5
History/Angry/0449,0
Contest/Neutral/0285,4
DailyLife/Happy/0135,3
OfficialEvent/Neutral/0163,4
Speech/Neutral/0106,4
Medicine/Surprise/0029,6
Medicine/Happy/0015,3
Speech/Happy/0333,3
History/Neutral/0211,4
Medicine/Sad/0036,5
Conflict/Sad/0142,5
Talkshow/Happy/0413,3
Medicine/Sad/0072,5
Argue/Happy/0353,3
Contest/Happy/0236,3
Terror/Neutral/0115,4
Argue/Angry/0634,0
Business/Angry/0136,0
War/Neutral/0457,4
Business/Neutral/0354,4
Speech/Neutral/0304,4
Interview/Angry/0299,0
War/Angry/0266,0
Crime/Neutral/0184,4
Business/Disgust/0079,1
Talkshow/Neutral/0225,4
Business/Neutral/0257,4
Business/Disgust/0046,1
ScholarReport/Disgust/0139,1
Crisis/Disgust/0038,1
Terror/Fear/0297,2
DailyLife/Neutral/0320,4
School/Disgust/0089,1
ScholarReport/Sad/0133,5
Speech/Neutral/0246,4
Contest/Happy/0262,3
Speech/Surprise/0137,6
Crisis/Sad/0183,5
Business/Surprise/0186,6
Business/Sad/0235,5
DailyLife/Fear/0102,2
Interview/Happy/0492,3
School/Disgust/0134,1
History/Sad/0726,5
Contest/Neutral/0417,4
Medicine/Happy/0048,3
Interview/Happy/0600,3
Contest/Neutral/0286,4
Crisis/Happy/0162,3
Medicine/Fear/0031,2
War/Angry/0606,0
Crime/Fear/0086,2
History/Sad/0569,5
History/Neutral/0132,4
Business/Sad/0060,5
Liveshow/Happy/0139,3
Interview/Happy/0282,3
Interview/Happy/0191,3
Crisis/Neutral/0411,4
Conflict/Sad/0435,5
Social/Neutral/0325,4
Action/Neutral/0149,4
Speech/Happy/0154,3
Contest/Disgust/0062,1
Crisis/Happy/0096,3
Crime/Disgust/0072,1
History/Angry/0132,0
Argue/Angry/0158,0
War/Sad/0224,5
School/Angry/0111,0
Terror/Happy/0081,3
ScholarReport/Surprise/0039,6
Conflict/Angry/0223,0
Social/Angry/0149,0
Experiment/Angry/0016,0
Speech/Neutral/0319,4
Argue/Happy/0602,3
Medicine/Sad/0060,5
Argue/Happy/0295,3
History/Neutral/0322,4
Liveshow/Angry/0046,0
Interview/Neutral/0492,4
History/Disgust/0046,1
Action/Neutral/0057,4
OfficialEvent/Sad/0107,5
Crisis/Fear/0096,2
History/Surprise/0135,6
History/Neutral/0493,4
Conflict/Angry/0296,0
Terror/Angry/0391,0
Conflict/Angry/0685,0
History/Surprise/0086,6
OfficialEvent/Surprise/0085,6
Argue/Angry/0632,0
Speech/Disgust/0039,1
Crime/Sad/0221,5
Social/Happy/0044,3
Business/Happy/0247,3
Crisis/Neutral/0216,4
Terror/Happy/0038,3
War/Disgust/0073,1
Conflict/Angry/0340,0
Speech/Happy/0103,3
Liveshow/Surprise/0049,6
Conflict/Neutral/0366,4
Talkshow/Neutral/0333,4
Argue/Angry/0217,0
DailyLife/Angry/0155,0
History/Neutral/0150,4
War/Neutral/0313,4
Contest/Surprise/0066,6
Business/Neutral/0368,4
War/Sad/0254,5
Action/Happy/0140,3
Terror/Surprise/0166,6
War/Sad/0597,5
Argue/Angry/0423,0
OfficialEvent/Disgust/0041,1
Terror/Neutral/0129,4
Crime/Angry/0123,0
Conflict/Angry/0457,0
Argue/Sad/0076,5
Business/Happy/0233,3
School/Angry/0304,0
Interview/Neutral/0147,4
Interview/Angry/0145,0
Crisis/Angry/0080,0
History/Happy/0089,3
Argue/Neutral/0315,4
Conflict/Angry/0636,0
Business/Angry/0117,0
Liveshow/Neutral/0200,4
Interview/Neutral/0287,4
War/Sad/0239,5
Contest/Happy/0599,3
Terror/Happy/0143,3
Experiment/Surprise/0013,6
Action/Happy/0297,3
Talkshow/Surprise/0153,6
Conflict/Sad/0201,5
Crime/Surprise/0118,6
History/Neutral/0466,4
Liveshow/Happy/0242,3
DailyLife/Happy/0229,3
Talkshow/Surprise/0106,6
ScholarReport/Neutral/0405,4
War/Angry/0164,0
War/Happy/0229,3
War/Neutral/0535,4
History/Neutral/0155,4
Conflict/Happy/0122,3
ScholarReport/Happy/0416,3
Talkshow/Happy/0222,3
Talkshow/Angry/0136,0
OfficialEvent/Happy/0236,3
Interview/Disgust/0089,1
Talkshow/Happy/0461,3
Business/Angry/0080,0
Business/Disgust/0076,1
Action/Happy/0090,3
Argue/Angry/0670,0
War/Surprise/0117,6
Argue/Happy/0220,3
Interview/Happy/0235,3
ElegantArt/Happy/0136,3
School/Happy/0034,3
War/Sad/0328,5
OfficialEvent/Disgust/0030,1
OfficialEvent/Surprise/0081,6
ScholarReport/Happy/0255,3
Contest/Happy/0413,3
Argue/Surprise/0078,6
Argue/Angry/0455,0
History/Angry/0288,0
Liveshow/Surprise/0029,6
War/Neutral/0418,4
Liveshow/Angry/0085,0
Argue/Surprise/0106,6
War/Sad/0155,5
History/Angry/0119,0
Argue/Neutral/0425,4
Terror/Neutral/0417,4
DailyLife/Neutral/0120,4
History/Neutral/0469,4
DailyLife/Angry/0423,0
OfficialEvent/Angry/0094,0
OfficialEvent/Happy/0223,3
Argue/Angry/0324,0
Talkshow/Neutral/0255,4
Business/Happy/0288,3
OfficialEvent/Disgust/0060,1
School/Neutral/0205,4
DailyLife/Angry/0471,0
Crisis/Happy/0081,3
Speech/Happy/0093,3
School/Angry/0176,0
Interview/Happy/0592,3
Crisis/Sad/0236,5
History/Sad/0634,5
School/Sad/0260,5
OfficialEvent/Surprise/0045,6
OfficialEvent/Neutral/0088,4
Speech/Neutral/0456,4
OfficialEvent/Neutral/0377,4
DailyLife/Fear/0120,2
Speech/Disgust/0121,1
Social/Angry/0111,0
Contest/Sad/0181,5
ScholarReport/Surprise/0082,6
ScholarReport/Angry/0256,0
School/Angry/0514,0
Contest/Disgust/0038,1
ElegantArt/Sad/0125,5
Contest/Angry/0199,0
DailyLife/Angry/0165,0
War/Angry/0563,0
Crisis/Neutral/0176,4
OfficialEvent/Sad/0075,5
Argue/Disgust/0062,1
Interview/Sad/0231,5
Conflict/Angry/0398,0
ScholarReport/Neutral/0420,4
ScholarReport/Happy/0180,3
Liveshow/Angry/0053,0
Argue/Happy/0150,3
Interview/Neutral/0449,4
ElegantArt/Angry/0220,0
Contest/Happy/0505,3
Contest/Happy/0460,3
Speech/Neutral/0209,4
Experiment/Neutral/0062,4
DailyLife/Neutral/0271,4
OfficialEvent/Neutral/0381,4
DailyLife/Fear/0122,2
Social/Surprise/0106,6
School/Angry/0296,0
Conflict/Neutral/0155,4
Contest/Fear/0080,2
Conflict/Disgust/0156,1
Crisis/Angry/0195,0
War/Happy/0273,3
Terror/Happy/0131,3
Business/Happy/0112,3
Argue/Neutral/0344,4
Contest/Neutral/0244,4
Medicine/Angry/0069,0
Terror/Neutral/0297,4
Talkshow/Happy/0184,3
Interview/Sad/0239,5
School/Surprise/0082,6
War/Neutral/0126,4
Contest/Sad/0257,5
ScholarReport/Neutral/0361,4
Contest/Sad/0108,5
Speech/Happy/0120,3
School/Neutral/0328,4
History/Sad/0862,5
Argue/Neutral/0519,4
Terror/Angry/0284,0
Speech/Disgust/0131,1
War/Neutral/0169,4
DailyLife/Angry/0203,0
Contest/Happy/0536,3
ScholarReport/Disgust/0070,1
Speech/Surprise/0114,6
School/Disgust/0157,1
Crime/Angry/0184,0
Crisis/Happy/0106,3
Terror/Sad/0456,5
Terror/Neutral/0260,4
OfficialEvent/Neutral/0280,4
Argue/Surprise/0041,6
War/Angry/0528,0
Social/Sad/0040,5
Argue/Neutral/0402,4
Conflict/Sad/0132,5
ScholarReport/Surprise/0053,6
Argue/Neutral/0510,4
History/Neutral/0107,4
School/Angry/0305,0
DailyLife/Happy/0110,3
Terror/Neutral/0196,4
History/Happy/0155,3
Terror/Neutral/0357,4
Argue/Sad/0201,5
History/Neutral/0177,4
Liveshow/Angry/0100,0
Crime/Neutral/0416,4
Terror/Neutral/0169,4
History/Angry/0168,0
Crime/Surprise/0041,6
DailyLife/Neutral/0208,4
Interview/Neutral/0314,4
Liveshow/Neutral/0320,4
Terror/Surprise/0168,6
Contest/Sad/0426,5
Crime/Neutral/0219,4
OfficialEvent/Angry/0329,0
History/Disgust/0022,1
Action/Happy/0344,3
Medicine/Neutral/0156,4
Crime/Disgust/0091,1
School/Fear/0080,2
Argue/Angry/0575,0
Speech/Surprise/0153,6
Interview/Neutral/0572,4
Conflict/Neutral/0330,4
Argue/Surprise/0083,6
Liveshow/Happy/0077,3
Terror/Surprise/0160,6
Speech/Fear/0073,2
Argue/Surprise/0111,6
Crime/Disgust/0142,1
Speech/Fear/0102,2
Crisis/Fear/0047,2
Interview/Sad/0171,5
Crisis/Sad/0110,5
Action/Happy/0268,3
Crime/Sad/0381,5
Talkshow/Happy/0397,3
School/Angry/0276,0
Argue/Angry/0281,0
DailyLife/Angry/0592,0
Speech/Angry/0187,0
Contest/Happy/0426,3
Crime/Surprise/0101,6
DailyLife/Happy/0329,3
ElegantArt/Sad/0213,5
Business/Happy/0311,3
War/Neutral/0173,4
Speech/Angry/0065,0
School/Disgust/0045,1
School/Disgust/0170,1
ScholarReport/Happy/0157,3
Talkshow/Neutral/0319,4
Argue/Happy/0510,3
ScholarReport/Happy/0265,3
Conflict/Neutral/0388,4
History/Happy/0280,3
Conflict/Surprise/0177,6
Crime/Disgust/0030,1
Interview/Happy/0153,3
Crisis/Happy/0118,3
Crisis/Fear/0107,2
History/Neutral/0139,4
History/Happy/0111,3
Social/Surprise/0077,6
Terror/Sad/0283,5
Argue/Disgust/0077,1
Medicine/Neutral/0153,4
Social/Neutral/0295,4
DailyLife/Happy/0098,3
Contest/Happy/0406,3
Speech/Angry/0142,0
Social/Angry/0155,0
Crisis/Neutral/0300,4
Business/Neutral/0470,4
Liveshow/Sad/0094,5
DailyLife/Surprise/0047,6
OfficialEvent/Neutral/0363,4
History/Neutral/0174,4
War/Fear/0113,2
Liveshow/Sad/0087,5
ElegantArt/Fear/0038,2
School/Happy/0085,3
Medicine/Neutral/0105,4
Interview/Neutral/0165,4
Crisis/Neutral/0207,4
ScholarReport/Sad/0057,5
ElegantArt/Sad/0340,5
Terror/Sad/0218,5
ScholarReport/Fear/0031,2
Contest/Happy/0333,3
Business/Disgust/0143,1
Conflict/Neutral/0211,4
Argue/Angry/0578,0
History/Angry/0368,0
Interview/Neutral/0561,4
Speech/Disgust/0141,1
Crime/Angry/0176,0
Argue/Neutral/0454,4
Liveshow/Neutral/0339,4
History/Neutral/0127,4
School/Happy/0103,3
ElegantArt/Neutral/0088,4
Argue/Neutral/0496,4
Crime/Neutral/0436,4
Terror/Angry/0204,0
Conflict/Disgust/0132,1
Talkshow/Sad/0104,5
ScholarReport/Angry/0077,0
Crime/Sad/0251,5
Talkshow/Sad/0115,5
OfficialEvent/Neutral/0126,4
Argue/Happy/0299,3
Speech/Happy/0206,3
Action/Surprise/0048,6
ElegantArt/Happy/0040,3
Crisis/Sad/0128,5
Argue/Sad/0173,5
Terror/Disgust/0089,1
ElegantArt/Fear/0030,2
Conflict/Happy/0232,3
Talkshow/Angry/0143,0
War/Angry/0546,0
ScholarReport/Angry/0135,0
Contest/Neutral/0129,4
OfficialEvent/Surprise/0029,6
Speech/Sad/0094,5
Argue/Angry/0510,0
DailyLife/Angry/0361,0
Speech/Neutral/0298,4
DailyLife/Angry/0359,0
DailyLife/Happy/0390,3
Contest/Surprise/0121,6
War/Fear/0079,2
Terror/Angry/0190,0
Liveshow/Neutral/0367,4
DailyLife/Happy/0367,3
Business/Neutral/0142,4
Conflict/Surprise/0188,6
History/Neutral/0438,4
Speech/Angry/0288,0
War/Neutral/0245,4
School/Disgust/0068,1
ScholarReport/Neutral/0380,4
Business/Neutral/0115,4
Interview/Sad/0126,5
Speech/Happy/0160,3
War/Surprise/0062,6
Interview/Neutral/0459,4
Speech/Angry/0096,0
Interview/Neutral/0356,4
Business/Sad/0230,5
Business/Sad/0274,5
Argue/Disgust/0029,1
History/Happy/0143,3
War/Angry/0241,0
History/Angry/0437,0
War/Angry/0578,0
Conflict/Angry/0397,0
Action/Happy/0237,3
Conflict/Angry/0289,0
War/Neutral/0382,4
Talkshow/Happy/0097,3
OfficialEvent/Neutral/0215,4
History/Sad/0506,5
Interview/Sad/0102,5
Contest/Angry/0223,0
Terror/Angry/0285,0
Social/Neutral/0092,4
Social/Happy/0103,3
ScholarReport/Happy/0325,3
Social/Happy/0065,3
Interview/Sad/0190,5
Crime/Neutral/0489,4
War/Angry/0292,0
DailyLife/Neutral/0225,4
ElegantArt/Happy/0057,3
School/Neutral/0194,4
OfficialEvent/Fear/0019,2
Crisis/Disgust/0048,1
Speech/Surprise/0128,6
Argue/Angry/0450,0
Terror/Neutral/0181,4
OfficialEvent/Angry/0135,0
Argue/Happy/0159,3
Interview/Sad/0071,5
History/Angry/0389,0
History/Happy/0149,3
ElegantArt/Sad/0255,5
Talkshow/Neutral/0437,4
Terror/Angry/0386,0
War/Angry/0308,0
OfficialEvent/Neutral/0170,4
Argue/Neutral/0192,4
War/Neutral/0472,4
History/Happy/0265,3
Social/Sad/0095,5
Experiment/Neutral/0102,4
Contest/Neutral/0159,4
Interview/Angry/0208,0
Business/Angry/0106,0
School/Angry/0456,0
Speech/Angry/0112,0
DailyLife/Fear/0084,2
History/Neutral/0295,4
Business/Happy/0176,3
Crime/Neutral/0322,4
Business/Surprise/0071,6
Argue/Angry/0232,0
War/Angry/0223,0
Conflict/Sad/0210,5
War/Neutral/0217,4
Crisis/Neutral/0145,4
Terror/Angry/0156,0
School/Angry/0217,0
Interview/Happy/0464,3
Interview/Sad/0159,5
Contest/Neutral/0555,4
DailyLife/Sad/0415,5
Contest/Happy/0220,3
Crime/Angry/0177,0
ScholarReport/Neutral/0132,4
OfficialEvent/Neutral/0104,4
Speech/Neutral/0239,4
Argue/Neutral/0516,4
Business/Surprise/0132,6
Argue/Angry/0646,0
History/Fear/0057,2
Business/Surprise/0164,6
Contest/Sad/0309,5
Business/Neutral/0390,4
DailyLife/Angry/0478,0
DailyLife/Angry/0245,0
Interview/Angry/0263,0
Conflict/Angry/0286,0
Conflict/Angry/0444,0
Terror/Neutral/0299,4
Liveshow/Surprise/0050,6
Argue/Happy/0319,3
Crime/Surprise/0056,6
Medicine/Angry/0078,0
War/Sad/0322,5
Social/Neutral/0331,4
Experiment/Happy/0151,3
Conflict/Fear/0035,2
Contest/Surprise/0178,6
ElegantArt/Sad/0227,5
Terror/Sad/0319,5
Contest/Sad/0300,5
ScholarReport/Disgust/0122,1
Interview/Sad/0149,5
Business/Neutral/0380,4
War/Sad/0240,5
Talkshow/Angry/0208,0
Contest/Happy/0520,3
Liveshow/Happy/0233,3
OfficialEvent/Happy/0138,3
History/Neutral/0393,4
Speech/Neutral/0383,4
DailyLife/Sad/0445,5
War/Sad/0373,5
DailyLife/Angry/0424,0
Argue/Happy/0260,3
Crime/Angry/0065,0
Liveshow/Disgust/0091,1
Talkshow/Happy/0395,3
History/Neutral/0434,4
Conflict/Neutral/0177,4
Crime/Surprise/0075,6
Argue/Happy/0645,3
Terror/Angry/0206,0
Talkshow/Fear/0043,2
History/Angry/0312,0
Contest/Neutral/0411,4
Speech/Neutral/0502,4
Medicine/Neutral/0079,4
Business/Surprise/0050,6
Argue/Surprise/0158,6
War/Happy/0242,3
Experiment/Fear/0005,2
Argue/Happy/0296,3
Crisis/Happy/0068,3
ScholarReport/Fear/0099,2
Interview/Happy/0244,3
OfficialEvent/Disgust/0058,1
Crime/Disgust/0133,1
Liveshow/Disgust/0073,1
Terror/Angry/0120,0
Business/Angry/0211,0
History/Sad/0429,5
Conflict/Angry/0591,0
Liveshow/Sad/0028,5
School/Sad/0303,5
Talkshow/Neutral/0463,4
ScholarReport/Happy/0449,3
DailyLife/Happy/0180,3
OfficialEvent/Angry/0242,0
Interview/Neutral/0482,4
Conflict/Neutral/0313,4
Terror/Angry/0325,0
Crisis/Happy/0181,3
